id,imdb_id,title,original_title,runtime,release_date,original_language,Western,Romance,War,Crime,TV Movie,Western,Foreign,History,Thriller,Action,Horror,Fantasy,Animation,Adventure,Mystery,Drama,Family,Music,Comedy,avg_cast_gender,directing_avg_gender,production_avg_gender,writing_avg_gender
543,tt0019702,Blackmail,Blackmail,84.0,1929,en,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1.8571428571428572,2.0,2.0,2.0
36054,tt0018756,Champagne,Champagne,93.0,1928,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.0,2.0,2.0,2.0
143750,tt2140519,The Farmer's Wife,The Farmer's Wife,18.0,2012,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,2.0,2.0,2.0
52782,tt0017825,Downhill,Downhill,110.0,1927,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.2,2.0,2.0,1.5
36055,tt0017843,Easy Virtue,Easy Virtue,79.0,1928,en,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1.2,2.0,2.0,2.0
36056,tt0018328,The Ring,The Ring,116.0,1927,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.8,2.0,2.0,2.0
2760,tt0017075,The Lodger: A Story of the London Fog,The Lodger: A Story of the London Fog,99.0,1927,en,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1.7142857142857142,2.0,2.0,1.0
64398,tt0016230,The Pleasure Garden,The Pleasure Garden,75.0,1925,de,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.5,1.5,2.0,
10220,tt0128442,Rounders,Rounders,121.0,1998,en,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.9285714285714286,2.0,1.6666666666666667,2.0
431,tt0123755,Cube,Cube,90.0,1997,en,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1.7142857142857142,2.0,1.0,2.0
31641,tt0118980,Digging to China,Digging to China,98.0,1997,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.2,2.0,,1.0
223318,tt0165857,Let's Talk About Sex,Let's Talk About Sex,82.0,1998,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,,
69848,tt0120775,One Man's Hero,One Man's Hero,121.0,1999,en,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,2.0,2.0,1.5,
22796,tt0124879,Simon Birch,Simon Birch,114.0,1998,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1.625,2.0,,2.0
22256,tt0119934,Without Limits,Without Limits,117.0,1998,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.7272727272727273,2.0,,2.0
37550,tt0075040,Seven Beauties,Pasqualino Settebellezze,116.0,1975,it,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1.6666666666666667,,2.0,
21873,tt0081207,My Bodyguard,My Bodyguard,96.0,1980,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1.7777777777777777,2.0,2.0,2.0
21500,tt0085346,Class,Class,98.0,1983,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1.6153846153846154,2.0,2.0,2.0
84116,tt0087359,"Grandview, U.S.A.","Grandview, U.S.A.",97.0,1984,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.6666666666666667,2.0,,2.0
12626,tt0092699,Broadcast News,Broadcast News,133.0,1987,en,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1.6666666666666667,1.5,1.2857142857142858,2.0
3525,tt0096463,Working Girl,Working Girl,114.0,1988,en,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1.5789473684210527,1.5,1.8333333333333333,2.0
129628,tt0096166,Stars & Bars,Stars & Bars,94.0,1988,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.6923076923076923,2.0,,2.0
2321,tt0095593,Married to the Mob,Married to the Mob,104.0,1988,en,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.7083333333333333,2.0,2.0,2.0
2028,tt0098258,Say Anything...,Say Anything...,100.0,1989,en,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1.6,2.0,1.75,2.0
91217,tt0100134,Men Don't Leave,Men Don't Leave,115.0,1990,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.6363636363636365,2.0,2.0,
10699,tt0104412,Hero,Hero,117.0,1992,en,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1.8181818181818181,,1.0,1.5
11597,tt0105629,Toys,Toys,118.0,1992,en,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1.7272727272727273,2.0,2.0,1.5
218624,tt0082172,Choices,Choices,90.0,1981,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.6470588235294117,2.0,,
47947,tt0084938,Young Doctors in Love,Young Doctors in Love,96.0,1982,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.7073170731707317,2.0,1.75,
48311,tt0084472,Parasite,Parasite,85.0,1982,en,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.5,2.0,1.5,2.0
44772,tt0087810,No Small Affair,No Small Affair,102.0,1984,en,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1.5833333333333333,2.0,1.5,2.0
14347,tt0086973,Blame It on Rio,Blame It on Rio,100.0,1984,en,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.5,1.5,2.0,2.0
41090,tt0092225,Wisdom,Wisdom,109.0,1986,en,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.8235294117647058,2.0,1.6666666666666667,2.0
18282,tt0091680,One Crazy Summer,One Crazy Summer,89.0,1986,en,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1.8461538461538463,2.0,1.3333333333333333,2.0
18169,tt0090583,About Last Night...,About Last Night...,113.0,1986,en,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1.5,2.0,2.0,2.0
11082,tt0096073,The Seventh Sign,The Seventh Sign,97.0,1988,en,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1.7222222222222223,2.0,2.0,1.5
5971,tt0098625,We're No Angels,We're No Angels,106.0,1989,en,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1.9,,2.0,2.0
11933,tt0102558,Nothing but Trouble,Nothing but Trouble,94.0,1991,en,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1.7272727272727273,2.0,2.0,2.0
20096,tt0101523,The Butcher's Wife,The Butcher's Wife,107.0,1991,en,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1.375,2.0,1.0,
30815,tt0102469,Mortal Thoughts,Mortal Thoughts,104.0,1991,en,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1.6,2.0,,
881,tt0104257,A Few Good Men,A Few Good Men,138.0,1992,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.9333333333333333,2.0,1.6153846153846154,2.0
4478,tt0107211,Indecent Proposal,Indecent Proposal,117.0,1993,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.6896551724137931,2.0,1.6,1.5
22318,tt0120788,Permanent Midnight,Permanent Midnight,88.0,1998,en,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.55,2.0,1.5,2.0
2109,tt0120812,Rush Hour,Rush Hour,98.0,1998,en,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1.8333333333333333,2.0,1.8,2.0
122289,tt0113658,Lilian's Story,Lilian's Story,94.0,1996,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.3333333333333333,2.0,1.0,
24746,tt0118736,Six-String Samurai,Six-String Samurai,91.0,1998,en,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2.0,,2.0,
72987,tt0120835,A Soldier's Daughter Never Cries,A Soldier's Daughter Never Cries,127.0,1998,it,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.3846153846153846,2.0,,1.5
8195,tt0122690,Ronin,Ronin,122.0,1998,en,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1.8,2.0,1.1666666666666667,2.0
9877,tt0146336,Urban Legend,Urban Legend,99.0,1998,en,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1.5789473684210527,2.0,1.6,2.0
26618,tt0118863,Clay Pigeons,Clay Pigeons,104.0,1998,en,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1.7142857142857142,2.0,,
21132,tt0119802,Monument Ave.,Monument Ave.,93.0,1998,en,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1.8181818181818181,2.0,1.6666666666666667,2.0
11855,tt0126604,Pecker,Pecker,87.0,1998,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.3333333333333333,2.0,1.8333333333333333,2.0
24016,tt0100594,The Sheltering Sky,The Sheltering Sky,138.0,1990,en,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1.7777777777777777,2.0,1.5,2.0
14785,tt0109206,Bandit Queen,Bandit Queen,119.0,1994,en,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1.6666666666666667,2.0,,
14794,tt0063850,If....,If....,111.0,1968,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.8235294117647058,2.0,,
3486,tt0080731,The Fiendish Plot of Dr. Fu Manchu,The Fiendish Plot of Dr. Fu Manchu,108.0,1980,en,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1.9,2.0,2.0,2.0
11071,tt0047573,Them!,Them!,94.0,1954,en,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1.75,2.0,2.0,2.0
1091,tt0084787,The Thing,The Thing,109.0,1982,en,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2.0,1.5,2.0,2.0
10403,tt0105151,The Player,The Player,124.0,1992,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1.6323529411764706,2.0,2.0,2.0
11337,tt0081554,Stardust Memories,Stardust Memories,89.0,1980,en,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1.4,2.0,2.0,2.0
162,tt0099487,Edward Scissorhands,Edward Scissorhands,105.0,1990,en,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1.6521739130434783,2.0,1.3333333333333333,1.3333333333333333
25723,tt0117276,Overnight Delivery,Overnight Delivery,87.0,1998,en,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.4285714285714286,2.0,,2.0
73351,tt0144604,Shadrach,Shadrach,89.0,1998,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.75,1.0,,1.3333333333333333
8916,tt0120587,Antz,Antz,83.0,1998,en,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1.7647058823529411,2.0,1.3333333333333333,2.0
28134,tt0120823,The Impostors,The Impostors,101.0,1998,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.6,2.0,,2.0
9429,tt0120770,A Night at the Roxbury,A Night at the Roxbury,81.0,1998,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.6666666666666667,2.0,1.0,2.0
12159,tt0120889,What Dreams May Come,What Dreams May Come,113.0,1998,en,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1.4,,1.5714285714285714,2.0
27791,tt0124102,Strangeland,Strangeland,86.0,1998,en,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.5,2.0,,2.0
43106,tt0052607,The Battle of the Sexes,The Battle of the Sexes,84.0,1960,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.875,2.0,,
30197,tt0063462,The Producers,The Producers,88.0,1967,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.6666666666666667,2.0,2.0,2.0
10156,tt0082517,History of the World: Part I,History of the World: Part I,92.0,1981,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.7647058823529411,2.0,1.75,2.0
10377,tt0104952,My Cousin Vinny,My Cousin Vinny,120.0,1992,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1.9090909090909092,2.0,2.0,2.0
3121,tt0073440,Nashville,Nashville,159.0,1975,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1.565217391304348,1.5,2.0,1.0
4975,tt0119577,Love Is the Devil: Study for a Portrait of Francis Bacon,Love Is the Devil: Study for a Portrait of Francis Bacon,90.0,1998,en,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.5714285714285714,2.0,,2.0
37532,tt0139615,Slam,Slam,100.0,1998,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.75,2.0,,
9713,tt0120701,Holy Man,Holy Man,114.0,1998,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1.8,2.0,,2.0
134368,tt0122642,One Tough Cop,One Tough Cop,90.0,1998,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8571428571428572,2.0,2.0,2.0
85837,tt0069966,Detroit 9000,Detroit 9000,106.0,1973,en,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1.6363636363636365,2.0,2.0,2.0
1039,tt0141824,The Inheritors,Die Siebtelbauern,95.0,1998,de,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1.6666666666666667,2.0,2.0,2.0
9821,tt0119670,The Mighty,The Mighty,100.0,1998,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1.5,2.0,2.0,
4437,tt0086837,2010,2010,116.0,1984,en,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.7692307692307692,2.0,1.6666666666666667,2.0
1890,tt0090830,Children of a Lesser God,Children of a Lesser God,119.0,1986,en,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.6,1.0,2.0,
1955,tt0080678,The Elephant Man,The Elephant Man,124.0,1980,en,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1.6296296296296295,1.6666666666666667,2.0,2.0
39437,tt0120603,Beloved,Beloved,172.0,1998,en,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1.2857142857142858,2.0,,1.6666666666666667
11932,tt0144120,Bride of Chucky,Bride of Chucky,89.0,1998,en,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1.6666666666666667,,1.6,2.0
6435,tt0120791,Practical Magic,Practical Magic,104.0,1998,en,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1.2307692307692308,,1.2,1.5
108316,tt0119534,The Alarmist,The Alarmist,92.0,1998,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.5,2.0,2.0,2.0
10683,tt0147612,Happiness,Happiness,139.0,1998,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1.5,2.0,2.0,2.0
63709,tt0119986,Reach The Rock,Reach The Rock,100.0,1998,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1.7142857142857142,2.0,1.8,2.0
9445,tt0118636,Apt Pupil,Apt Pupil,107.0,1998,en,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1.8181818181818181,2.0,1.75,2.0
2657,tt0120789,Pleasantville,Pleasantville,124.0,1998,en,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1.5625,2.0,1.5,2.0
9425,tt0120157,Soldier,Soldier,99.0,1998,en,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.8571428571428572,2.0,1.5,2.0
637,tt0118799,Life Is Beautiful,La vita è bella,116.0,1997,it,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1.7,2.0,1.5,2.0
8675,tt0124819,Orgazmo,Orgazmo,94.0,1997,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.6153846153846154,2.0,2.0,2.0
125762,tt0143874,Shattered Image,Shattered Image,103.0,1998,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4,2.0,,2.0
20701,tt0100740,Tales from the Darkside: The Movie,Tales from the Darkside: The Movie,93.0,1990,en,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1.625,2.0,2.0,2.0
9945,tt0120877,Vampires,Vampires,108.0,1998,en,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1.9,2.0,1.5,2.0
73,tt0120586,American History X,American History X,119.0,1998,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.85,2.0,1.8,2.0
46889,tt0120722,Living Out Loud,Living Out Loud,100.0,1998,en,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1.5,2.0,1.5,2.0
3033,tt0120684,Gods and Monsters,Gods and Monsters,105.0,1998,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.7,2.0,1.6666666666666667,2.0
9882,tt0133952,The Siege,The Siege,116.0,1998,en,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1.9,2.0,1.5,2.0
10663,tt0120484,The Waterboy,The Waterboy,90.0,1998,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.8461538461538463,2.0,2.0,2.0
4518,tt0127536,Elizabeth,Elizabeth,124.0,1998,en,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1.6666666666666667,2.0,1.5,2.0
1808,tt0120879,Velvet Goldmine,Velvet Goldmine,119.0,1998,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1.6666666666666667,2.0,1.6666666666666667,2.0
3600,tt0130018,I Still Know What You Did Last Summer,I Still Know What You Did Last Summer,100.0,1998,en,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1.7272727272727273,1.6666666666666667,1.7142857142857142,1.5
17037,tt0155753,I'll Be Home for Christmas,I'll Be Home for Christmas,86.0,1998,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1.4285714285714286,1.0,,2.0
297,tt0119643,Meet Joe Black,Meet Joe Black,178.0,1998,en,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1.5555555555555556,1.5,1.4285714285714286,2.0
5332,tt0120643,Dancing at Lughnasa,Dancing at Lughnasa,96.0,1998,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.4444444444444444,2.0,1.3333333333333333,2.0
21589,tt0116488,Hard Core Logo,Hard Core Logo,92.0,1996,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2.0,2.0,,
8336,tt0120767,The Naked Man,The Naked Man,98.0,1998,en,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1.6,2.0,,2.0
11893,tt0089941,Runaway Train,Runaway Train,111.0,1985,en,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1.9411764705882353,2.0,2.0,2.0
123056,tt0090934,Desert Bloom,Desert Bloom,105.0,1986,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1.4,,1.5,
12223,tt0073747,The Stepford Wives,The Stepford Wives,117.0,1975,en,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1.4166666666666667,,2.0,2.0
32081,tt0087932,The Pope of Greenwich Village,The Pope of Greenwich Village,121.0,1984,en,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1.7857142857142858,1.5,1.6666666666666667,2.0
14924,tt0091954,Sid & Nancy,Sid & Nancy,111.0,1986,en,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1.7142857142857142,,1.5,
10002,tt0091538,Mona Lisa,Mona Lisa,104.0,1986,en,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.5833333333333333,,2.0,2.0
41817,tt0099750,Heart Condition,Heart Condition,100.0,1990,en,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1.625,,1.6,
19426,tt0050783,Nights of Cabiria,Le notti di Cabiria,110.0,1957,it,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.8,2.0,2.0,2.0
12560,tt0085244,The Big Chill,The Big Chill,105.0,1983,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1.6666666666666667,2.0,1.6666666666666667,1.5
9798,tt0120660,Enemy of the State,Enemy of the State,132.0,1998,en,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1.8333333333333333,2.0,1.8,2.0
14444,tt0134067,The Rugrats Movie,The Rugrats Movie,79.0,1998,en,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1.5,2.0,,2.0
9487,tt0120623,A Bug's Life,A Bug's Life,95.0,1998,en,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1.6153846153846154,2.0,1.5,2.0
9466,tt0120533,Celebrity,Celebrity,113.0,1998,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1.5555555555555556,2.0,1.0,2.0
666,tt0140888,Central Station,Central do Brasil,113.0,1998,pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.7142857142857142,2.0,2.0,2.0
2042,tt0120070,Savior,Savior,99.0,1998,en,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1.6,,1.5,2.0
10162,tt0166396,Waking Ned,Waking Ned,91.0,1998,en,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.75,,,
309,tt0154420,The Celebration,Festen,105.0,1998,da,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.75,2.0,1.0,2.0
692,tt0069089,Pink Flamingos,Pink Flamingos,93.0,1972,en,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1.5,2.0,2.0,2.0
24018,tt0045826,Glen or Glenda,Glen or Glenda,71.0,1953,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1.8,2.0,,2.0
1678,tt0047034,Godzilla,ゴジラ,96.0,1954,ja,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1.8571428571428572,,2.0,
39256,tt0087344,Godzilla 1985,Godzilla 1985,87.0,1984,ja,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,2.0,2.0,2.0,2.0
1680,tt0056142,King Kong vs. Godzilla,Kingu Kongu tai Gojira,98.0,1962,ja,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1.8333333333333333,,2.0,2.0
244,tt0024216,King Kong,King Kong,100.0,1933,en,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1.9090909090909092,2.0,2.0,2.0
10730,tt0074751,King Kong,King Kong,134.0,1976,en,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1.9,2.0,1.6,2.0
31947,tt0091344,King Kong Lives,King Kong Lives,105.0,1986,en,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1.7777777777777777,2.0,1.0,2.0
8130,tt0089017,Desperately Seeking Susan,Desperately Seeking Susan,104.0,1985,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.631578947368421,1.0,1.5,2.0
11532,tt0089087,The Emerald Forest,The Emerald Forest,114.0,1985,en,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1.25,2.0,1.6,2.0
9749,tt0089155,Fletch,Fletch,98.0,1985,en,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1.8823529411764706,2.0,2.0,
14628,tt0097366,Fletch Lives,Fletch Lives,95.0,1989,en,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1.8333333333333333,2.0,,
9626,tt0089893,Red Sonja,Red Sonja,89.0,1985,en,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1.75,,2.0,2.0
13698,tt0091159,Gung Ho,Gung Ho,111.0,1986,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1.8235294117647058,2.0,,2.0
10466,tt0091541,The Money Pit,The Money Pit,91.0,1986,en,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.75,2.0,1.8,2.0
707,tt0090264,A View to a Kill,A View to a Kill,131.0,1985,en,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1.588235294117647,1.5,1.75,2.0
11954,tt0089489,Lifeforce,Lifeforce,116.0,1985,en,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1.9,2.0,1.6666666666666667,2.0
9336,tt0087928,Police Academy,Police Academy,96.0,1984,en,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.7058823529411764,2.0,1.3333333333333333,2.0
10157,tt0089822,Police Academy 2: Their First Assignment,Police Academy 2: Their First Assignment,87.0,1985,en,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.75,2.0,2.0,2.0
12118,tt0091777,Police Academy 3: Back in Training,Police Academy 3: Back in Training,83.0,1986,en,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.8461538461538463,2.0,2.0,2.0
10587,tt0093756,Police Academy 4: Citizens on Patrol,Police Academy 4: Citizens on Patrol,88.0,1987,en,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.6842105263157894,,2.0,2.0
11825,tt0095882,Police Academy 5: Assignment Miami Beach,Police Academy 5: Assignment Miami Beach,90.0,1988,en,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.7272727272727273,2.0,2.0,
11895,tt0098105,Police Academy 6: City Under Siege,Police Academy 6: City Under Siege,84.0,1989,en,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.8,2.0,2.0,2.0
9447,tt0120595,Babe: Pig in the City,Babe: Pig in the City,92.0,1998,en,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,1.6842105263157894,2.0,2.0,1.6666666666666667
12257,tt0119304,Home Fries,Home Fries,93.0,1998,en,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1.8333333333333333,2.0,1.75,2.0
