year,title,imdb_id,id,rating,runtime,release_date,original_language,Western,Romance,War,Crime,TV Movie,Foreign,History,Thriller,Action,Horror,Fantasy,Animation,Adventure,Mystery,Drama,Family,Music,Comedy,avg_cast_gender,directing_avg_gender,production_avg_gender,writing_avg_gender,original_title
1988,Married to the Mob,0095593,3559,3,104,1988,en,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.7083333333333333,2.0,2.0,2.0,Married to the Mob
1988,Dead Ringers,0094964,4672,2,115,1988,en,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1.5,2.0,1.5,2.0,Dead Ringers
1988,Child&#39;s Play,0094862,4705,3,87,1988,en,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1.6666666666666667,2.0,2.0,2.0,Child's Play
1988,My Stepmother Is an Alien,0095687,4774,3,108,1988,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.6363636363636365,2.0,2.0,2.0,My Stepmother is an Alien
1988,Scrooged,0096061,4986,3,101,1988,en,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1.6,2.0,2.0,2.0,Scrooged
1988,Hellbound: Hellraiser II,0095294,5261,1,97,1988,en,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1.7272727272727273,2.0,2.0,2.0,Hellbound: Hellraiser II
1988,Big,0094737,5324,1,104,1988,en,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1.818181818181818,1.0,1.75,1.5,Big
1988,Caddyshack II,0094824,5569,3,98,1988,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.5714285714285714,2.0,2.0,2.0,Caddyshack II
1988,"Adventures of Baron Munchausen, The",0096764,5595,1,126,1988,en,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1.7647058823529411,1.5,1.0,2.0,The Adventures of Baron Munchausen
1988,A Nightmare on Elm Street 4: The Dream Master,0095742,6020,3,99,1988,en,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1.5555555555555556,2.0,1.5,2.0,A Nightmare on Elm Street 4: The Dream Master
1988,Pumpkinhead,0095925,7099,3,86,1988,en,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1.5333333333333334,2.0,2.0,2.0,Pumpkinhead
1988,"Accidental Tourist, The",0094606,7161,2,121,1988,en,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.5714285714285714,2.0,1.8,2.0,The Accidental Tourist
1988,Critters 2,0094919,8389,3,86,1988,en,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1.6923076923076923,2.0,2.0,2.0,Critters 2
1988,Earth Girls Are Easy,0097257,8406,2,100,1988,en,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1.5555555555555556,2.0,2.0,1.5,Earth Girls Are Easy
1988,Gorillas in the Mist,0095243,8771,3,129,1988,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.6666666666666667,1.5,2.0,1.0,Gorillas in the Mist
1988,Bull Durham,0094812,9060,2,108,1988,en,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.818181818181818,1.5,1.8,2.0,Bull Durham
1988,"Bear, The",0095800,9418,0,94,1988,en,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,2.0,2.0,1.6666666666666667,2.0,L'Ours
1988,Rambo III,0095956,9410,0,102,1988,en,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,2.0,2.0,1.5,2.0,Rambo III
1988,"Big Blue, The",0095250,9453,2,168,1988,fr,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1.7272727272727273,2.0,2.0,2.0,Le Grand Bleu
1988,"Bourne Identity, The",0094791,9821,0,180,1988,en,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1.8541666666666667,2.0,1.5,1.5,The Bourne Identity
1988,Dirty Rotten Scoundrels,0095031,10328,1,110,1988,en,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.4545454545454546,2.0,2.0,2.0,Dirty Rotten Scoundrels
1988,"Great Outdoors, The",0095253,10685,3,91,1988,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.5,2.0,2.0,2.0,The Great Outdoors
1988,Crocodile Dundee II,0092493,10704,2,110,1988,en,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1.8,2.0,1.6666666666666667,2.0,Crocodile Dundee II
1988,Running on Empty,0096018,11239,1,116,1988,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.4285714285714286,2.0,1.6666666666666667,1.0,Running on Empty
1989,Back to the Future Part II,0096874,150,3,108,1989,en,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1.7916666666666667,2.0,1.6666666666666667,2.0,Back to the Future Part II
1989,Uncle Buck,0098554,159,3,100,1989,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1.4736842105263157,2.0,1.6666666666666667,2.0,Uncle Buck
1989,Police Academy 6: City Under Siege,0098105,581,1,84,1989,en,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.8,2.0,2.0,2.0,Police Academy 6: City Under Siege
1989,"Little Mermaid, The",0097757,666,3,83,1989,en,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1.6666666666666667,2.0,1.4,1.8333333333333333,The Little Mermaid
1989,Majo no takky&ucirc;bin (Kiki&#39;s Delivery Service),0097814,700,3,103,1989,ja,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1.2727272727272727,2.0,2.0,2.0,魔女の宅急便
1989,Troop Beverly Hills,0098519,849,3,105,1989,en,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1.25,2.0,2.0,1.0,Troop Beverly Hills
1989,Batman,0096895,1023,1,126,1989,en,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1.875,2.0,1.75,2.0,Batman
1989,Indiana Jones and the Last Crusade,0097576,1049,0,127,1989,en,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1.870967741935484,2.0,1.7142857142857142,2.0,Indiana Jones and the Last Crusade
1989,Star Trek V: The Final Frontier,0098382,1201,1,107,1989,en,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1.818181818181818,2.0,2.0,2.0,Star Trek V: The Final Frontier
1989,Ghostbusters II,0097428,1540,2,108,1989,en,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1.7894736842105263,2.0,1.6666666666666667,2.0,Ghostbusters II
1989,"Honey, I Shrunk the Kids",0097523,1603,3,93,1989,en,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1.6666666666666667,2.0,1.5,2.0,"Honey, I Shrunk the Kids"
1989,"Abyss, The",0096754,1478,3,139,1989,en,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1.8888888888888888,1.6666666666666667,1.3333333333333333,2.0,The Abyss
1989,Weekend at Bernie&#39;s,0098627,1834,1,97,1989,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.5714285714285714,2.0,2.0,2.0,Weekend at Bernie's
1989,"Sex, Lies, and Videotape",0098724,2065,2,100,1989,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.6666666666666667,2.0,1.5,2.0,"Sex, Lies, and Videotape"
1989,"&#39;Burbs, The",0096734,2074,1,101,1989,en,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1.736842105263158,2.0,1.8333333333333333,2.0,The 'Burbs
1989,Henry V,0097499,2353,3,137,1989,en,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1.875,2.0,2.0,2.0,Henry V
1989,Dead Poets Society,0097165,2361,1,129,1989,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.8571428571428572,2.0,2.0,2.0,Dead Poets Society
1989,Bill &amp; Ted&#39;s Excellent Adventure,0096928,2463,2,90,1989,en,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1.7647058823529411,2.0,2.0,2.0,Bill & Ted's Excellent Adventure
1989,She-Devil,0098309,2488,3,99,1989,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.2222222222222223,1.0,1.5,2.0,She-Devil
1989,All Dogs Go to Heaven,0096787,2528,3,89,1989,en,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1.5,2.0,1.5,1.9,All Dogs Go to Heaven
1989,Crimes and Misdemeanors,0097123,2619,3,104,1989,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1.4482758620689655,1.6666666666666667,1.6666666666666667,2.0,Crimes and Misdemeanors
1989,Major League,0097815,3808,1,107,1989,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.8,2.0,1.3333333333333333,2.0,Major League
1989,"Seventh Continent, The",0098327,3803,3,107,1989,de,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.0,2.0,2.0,2.0,Der siebente Kontinent
1989,Leviathan,0097737,3932,3,98,1989,en,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1.75,1.5,1.5714285714285714,2.0,Leviathan
1989,Drugstore Cowboy,0097240,3934,2,100,1989,en,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.5555555555555556,2.0,1.6,2.0,Drugstore Cowboy
1989,UHF,0098546,4036,1,97,1989,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.7777777777777777,2.0,2.0,2.0,UHF
1989,Meet The Feebles,0097858,4175,3,94,1989,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2.0,2.0,2.0,1.6666666666666667,Meet the Feebles
1989,Say Anything...,0098258,4270,2,100,1989,en,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1.6,2.0,1.75,2.0,Say Anything...
1989,Licence to Kill,0097742,4364,2,133,1989,en,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1.818181818181818,2.0,1.5,2.0,Licence to Kill
1989,"Cook, the Thief, His Wife &amp; Her Lover, The",0097108,4597,1,125,1989,en,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.7647058823529411,2.0,2.0,2.0,"The Cook, the Thief, His Wife & Her Lover"
1989,Dead Calm,0097162,4606,0,96,1989,en,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1.8333333333333333,2.0,2.0,2.0,Dead Calm
1989,Turner &amp; Hooch,0098536,5277,1,100,1989,en,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1.8666666666666667,2.0,2.0,2.0,Turner & Hooch
1989,Born on the Fourth of July,0096969,5574,3,145,1989,en,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.7424242424242424,2.0,1.75,2.0,Born on the Fourth of July
1989,A Nightmare on Elm Street 5: The Dream Child,0097981,6024,3,89,1989,en,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1.6521739130434785,2.0,1.75,2.0,A Nightmare on Elm Street 5: The Dream Child
1989,Do the Right Thing,0097216,6594,2,120,1989,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.8076923076923077,2.0,2.0,2.0,Do the Right Thing
1989,Friday the 13th Part VIII: Jason Takes Manhattan,0097388,6675,3,100,1989,en,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1.5384615384615383,2.0,1.5,2.0,Friday the 13th Part VIII: Jason Takes Manhattan
1989,Glory,0097441,6975,0,122,1989,en,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,1.5,2.0,Glory
1989,Godzilla vs. Biollante,0097444,7213,3,105,1989,ja,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.5,2.0,2.0,2.0,ゴジラvsビオランテ
1989,Lethal Weapon 2,0097733,7222,3,114,1989,en,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1.736842105263158,2.0,1.5714285714285714,2.0,Lethal Weapon 2
1989,Driving Miss Daisy,0097239,7255,3,99,1989,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1.5714285714285714,2.0,1.8,2.0,Driving Miss Daisy
1989,Field of Dreams,0097351,7268,2,107,1989,en,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1.7142857142857142,2.0,1.75,2.0,Field of Dreams
1989,My Left Foot,0097937,7269,3,103,1989,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.6363636363636365,2.0,2.0,2.0,My Left Foot: The Story of Christy Brown
1989,National Lampoon&#39;s Christmas Vacation,0097958,8323,3,97,1989,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.55,2.0,2.0,2.0,National Lampoon's Christmas Vacation
1989,Savage Beach,0098257,8997,3,92,1989,en,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1.6153846153846154,2.0,1.0,2.0,Savage Beach
1989,Kickboxer,0097659,9485,0,97,1989,en,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2.0,2.0,2.0,2.0,Kickboxer
1989,Blind Fury,0096945,9487,1,86,1989,en,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1.6428571428571428,1.5,1.4545454545454546,2.0,Blind Fury
1989,"Karate Kid Part III, The",0097647,9515,0,112,1989,en,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1.7,2.0,2.0,2.0,"The Karate Kid, Part III"
1989,"Return of Swamp Thing, The",0098193,9752,3,84,1989,en,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.625,2.0,2.0,2.0,The Return of Swamp Thing
1989,"Punisher, The",0098141,9770,1,89,1989,en,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1.7692307692307692,2.0,2.0,2.0,The Punisher
1989,Parenthood,0098067,10709,3,124,1989,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1.65,2.0,2.0,2.0,Parenthood
1989,Look Who&#39;s Talking,0097778,11045,2,93,1989,en,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.6666666666666667,1.0,2.0,1.0,Look Who's Talking
1990,Total Recall,0100802,118,1,113,1990,en,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1.75,2.0,1.7142857142857142,2.0,Total Recall
1990,Back to the Future Part III,0099088,151,1,118,1990,en,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1.8461538461538465,2.0,1.6666666666666667,2.0,Back to the Future Part III
1990,Home Alone,0099785,432,3,103,1990,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1.7,2.0,1.3333333333333333,2.0,Home Alone
1990,Misery,0100157,459,1,107,1990,en,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1.6666666666666667,2.0,1.6666666666666667,2.0,Misery
1990,Life Is Sweet,0100024,796,3,103,1990,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1.5,2.0,2.0,2.0,Life Is Sweet
1990,Nikita,0100263,869,3,115,1990,fr,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1.8,2.0,2.0,2.0,Nikita
1990,"Handmaid&#39;s Tale, The",0099731,926,3,108,1990,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.3636363636363635,2.0,2.0,2.0,The Handmaid's Tale
1990,Ghost,0099653,1130,3,127,1990,en,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1.4615384615384617,2.0,1.25,2.0,Ghost
1990,Tremors,0100814,1663,3,96,1990,en,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1.6428571428571428,2.0,1.6666666666666667,2.0,Tremors
1990,Pretty Woman,0100405,2156,3,119,1990,en,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.6153846153846154,2.0,1.6666666666666667,2.0,Pretty Woman
1990,Goodfellas,0099685,2211,3,145,1990,en,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.706896551724138,2.0,1.5714285714285714,2.0,GoodFellas
1990,Darkman,0099365,2242,0,96,1990,en,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.8461538461538465,2.0,1.3333333333333333,2.0,Darkman
1990,An Angel at My Table,0099040,2296,3,158,1990,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.2,1.0,1.0,1.0,An Angel at My Table
1990,"Bonfire of the Vanities, The",0099165,2313,2,125,1990,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1.6666666666666667,2.0,2.0,2.0,The Bonfire of the Vanities
1990,Edward Scissorhands,0099487,2442,3,105,1990,en,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1.6521739130434785,2.0,1.3333333333333333,1.3333333333333333,Edward Scissorhands
1990,Wild at Heart,0100935,2577,2,124,1990,en,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1.6111111111111112,2.0,1.6666666666666667,2.0,Wild at Heart
1990,Joe Versus the Volcano,0099892,2820,2,102,1990,en,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1.6923076923076923,2.0,1.5,2.0,Joe Versus the Volcano
1990,Flatliners,0099582,2942,3,115,1990,en,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1.6,1.5,1.8571428571428572,2.0,Flatliners
1990,Die Hard 2,0099423,2963,3,124,1990,en,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1.8666666666666667,1.5,1.75,2.0,Die Hard 2
1990,"Hunt for Red October, The",0099810,3000,1,134,1990,en,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1.9565217391304348,2.0,1.6666666666666667,2.0,The Hunt for Red October
1990,"Russia House, The",0100530,3524,0,122,1990,en,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1.8421052631578947,2.0,2.0,2.0,The Russia House
1990,Dark Angel (I Come in Peace),0099817,3662,0,91,1990,en,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1.9166666666666667,2.0,1.8,2.0,Dark Angel
1990,Child&#39;s Play 2,0099253,4706,3,84,1990,en,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1.6,2.0,2.0,2.0,Child's Play 2
1990,Troll 2,0105643,4719,3,95,1990,en,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.5714285714285714,2.0,2.0,1.5,Troll 2
1990,Air America,0099005,4807,0,112,1990,en,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1.8823529411764703,2.0,1.75,2.0,Air America
1990,Predator 2,0100403,5182,2,108,1990,en,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1.8529411764705883,2.0,1.4285714285714286,2.0,Predator 2
1990,RoboCop 2,0100502,5237,1,117,1990,en,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1.7878787878787878,2.0,1.75,2.0,RoboCop 2
1990,Teenage Mutant Ninja Turtles,0100758,5284,2,93,1990,en,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1.9285714285714288,2.0,1.6666666666666667,2.0,Teenage Mutant Ninja Turtles
1990,A Tale of Springtime,0097106,5301,3,103,1990,fr,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1.0,2.0,1.0,2.0,Conte de printemps
1990,Europa Europa,0099776,5347,2,108,1990,en,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1.8571428571428572,1.0,1.6666666666666667,1.5,Europa Europa
1990,"Welcome Home, Roxy Carmichael",0100911,5614,3,95,1990,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1.532258064516129,1.5,1.0,1.0,"Welcome Home, Roxy Carmichael"
1990,Jacob&#39;s Ladder,0099871,5688,1,113,1990,en,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1.7333333333333334,2.0,2.0,2.0,Jacob's Ladder
1990,Presumed Innocent,0100404,5777,1,127,1990,en,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1.8,2.0,1.6666666666666667,2.0,Presumed Innocent
1990,Alice,0099012,6081,3,102,1990,en,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1.3529411764705883,2.0,1.6666666666666667,2.0,Alice
1990,Criminal Justice,0099321,6289,3,90,1990,en,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1.5714285714285714,2.0,1.6666666666666667,2.0,Criminal Justice
1990,Kindergarten Cop,0099938,6542,3,111,1990,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.4423076923076923,1.5,1.75,2.0,Kindergarten Cop
1990,Cry-Baby,0099329,6562,3,85,1990,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.3333333333333333,2.0,1.5,2.0,Cry-Baby
1990,"Nasty Girl (Das schreckliche M&auml;dchen), The",0100557,6656,3,92,1990,de,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1.5,2.0,1.5,2.0,Das schreckliche Mädchen
1990,Class of 1999,0099277,8043,2,99,1990,en,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.75,2.0,2.0,2.0,Class of 1999
1990,"Rescuers Down Under, The",0100477,8051,1,77,1990,en,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1.8,2.0,1.5,2.0,The Rescuers Down Under
1990,"Godfather: Part III, The",0099674,8061,3,162,1990,en,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1.7777777777777777,2.0,1.6666666666666667,2.0,The Godfather: Part III
1990,"Sheltering Sky, The",0100594,9481,0,138,1990,en,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1.7777777777777777,2.0,1.5,2.0,The Sheltering Sky
1990,Lionheart,0100029,9563,1,105,1990,en,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1.625,2.0,2.0,2.0,Lionheart
1990,Rocky V,0100507,9726,0,104,1990,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.818181818181818,2.0,2.0,2.0,Rocky V
1990,Gremlins 2: The New Batch,0099700,9923,2,106,1990,en,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1.76,2.0,1.6666666666666667,2.0,Gremlins 2: The New Batch
1990,Nightbreed,0100260,10013,3,102,1990,en,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1.8,2.0,1.5,2.0,Nightbreed
1990,Blue Steel,0099160,10415,2,102,1990,en,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.5555555555555556,1.0,1.8,1.5,Blue Steel
1990,Days of Thunder,0099371,10884,2,107,1990,en,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.7272727272727273,2.0,2.0,2.0,Days of Thunder
1991,"Silence of the Lambs, The",0102926,32,3,119,1991,en,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1.8666666666666667,2.0,1.8571428571428572,1.6666666666666667,The Silence of the Lambs
1991,Beauty and the Beast,0101414,183,3,84,1991,en,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1.6470588235294117,2.0,1.6,1.7142857142857142,Beauty and the Beast
1991,Thelma &amp; Louise,0103074,266,3,130,1991,en,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1.7647058823529411,1.5,1.75,1.0,Thelma & Louise
1991,Omohide poro poro,0102587,308,3,118,1991,ja,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2.0,2.0,2.0,2.0,おもひでぽろぽろ
1991,Other People's Money,0102609,467,3,103,1991,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1.5,2.0,2.0,2.0,Other People's Money
1991,Tacones Lejanos,0103030,710,3,109,1991,es,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1.375,2.0,2.0,2.0,Tacones lejanos
1991,Terminator 2: Judgement Day,0103064,847,3,137,1991,en,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1.8387096774193548,2.0,1.2857142857142858,2.0,Terminator 2: Judgment Day
1991,Hook,0102057,1033,2,144,1991,en,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1.6785714285714286,2.0,1.7,2.0,Hook
1991,Flirting,0101898,1346,2,99,1991,en,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.7272727272727273,2.0,1.75,2.0,Flirting
1991,White Fang,0103247,1125,1,107,1991,en,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1.7142857142857142,2.0,1.4285714285714286,2.0,White Fang
1991,Doc Hollywood,0101745,1089,1,104,1991,en,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.681818181818182,2.0,1.3333333333333333,2.0,Doc Hollywood
1991,"Fisher King, The",0101889,1405,3,137,1991,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1.7222222222222223,2.0,1.3333333333333333,2.0,The Fisher King
1991,Toy Soldiers,0103112,1697,0,112,1991,en,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1.9333333333333331,2.0,2.0,2.0,Toy Soldiers
1991,"Naked Gun 2 1/2: The Smell of Fear, The",0102510,1825,1,85,1991,en,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.6875,2.0,2.0,2.0,The Naked Gun 2½: The Smell of Fear
1991,"Double Life of Veronique, The",0101765,2180,3,97,1991,fr,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1.5,1.5,1.0,2.0,La double vie de Véronique
1991,Black Robe,0101465,2326,1,101,1991,en,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1.8,2.0,1.8,2.0,Black Robe
1991,An American Tail: Fievel Goes West,0101329,2491,3,75,1991,en,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1.5714285714285714,2.0,1.5714285714285714,2.0,An American Tail: Fievel Goes West
1991,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,0103060,2740,3,88,1991,en,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1.9230769230769231,2.0,1.75,2.0,Teenage Mutant Ninja Turtles II: The Secret of the Ooze
1991,Critters 3,0101627,2913,3,86,1991,en,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1.6923076923076923,1.0,1.75,2.0,Critters 3
1991,Bill &amp; Ted&#39;s Bogus Journey,0101452,3251,1,98,1991,en,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1.8333333333333333,2.0,2.0,2.0,Bill & Ted's Bogus Journey
1991,What About Bob?,0103241,3292,2,100,1991,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.4166666666666667,2.0,1.0,2.0,What About Bob?
